value,weight
0.9532791588211618,0.0214608719538657
0.34997217514181955,0.45133630377767875
0.49868795863804516,0.7658975258172387
0.9589777814971879,0.7592718207086007
0.8120944867855827,0.4001330375520512
0.27192759492005414,0.5302064757094143
0.15887289540908278,0.7008582228749513
0.16749952778066313,0.5430662473203253
0.456533797600596,0.9304050853851223
0.13342675598333031,0.8761829646988866
0.18922755854509365,0.8032337877361719
0.46291768011743384,0.6404544760405075
0.3883830394790718,0.7175929593238592
0.6107734497448174,0.5992752807234829
0.2673571652276193,0.22727746962266349
0.11756422795672195,0.05341462415102782
0.5882385558609065,0.6833119060611841
0.6611188733596925,0.9331245053196815
0.4696746242189822,0.12747432756434507
0.3290779152825897,0.7385697977451405
0.524689164547724,0.16178329988716633
0.951296554223758,0.37871441919303994
0.11867804227758916,0.07949703248489826
0.41197560559012114,0.7624349466686573
0.13617388415730525,0.4307520811267467
0.22811599114897496,0.5586785778190394
0.9320979654768656,0.6724688457828683
0.41850089487155584,0.10748122989126696
0.7241525321623749,0.24433777659843192
0.8164020477984082,0.5507202808243067
0.194262997288575,0.2768891135629372
0.9394444679531808,0.8679715559408226
0.635376724899616,0.14287856261325704
0.7526955604513232,0.030636187400161385
0.6947602875276734,0.6618863278732352
0.8118745748466146,0.7939778868976536
0.6653150729864603,0.4292662129519239
0.05521625486855897,0.8699827638563877
0.7096991358288146,0.7473186880321401
0.0482221378435036,0.4969597903605091
0.9858922396576895,0.6732144297268877
0.3431140720988022,0.9203495821099594
0.1446629720487118,0.17711431732253335
0.5538558509633139,0.7501655010084682
0.4846634805279182,0.0704893238831853
0.5519864258484288,0.7764045921854338
0.9375872161476696,0.6486935538539264
0.12034372478706168,0.27719714335911716
0.009590284644327873,0.5684736230172132
0.11577843718370473,0.3049227451030643
0.13276148499167517,0.4293291040021755
0.32486918396126596,0.5444405809145538
0.420784622330572,0.11260065600331293
0.8468972322129278,0.6283070224312455
0.14407845660824947,0.07430815197891372
0.0864994240564878,0.9011233227618995
0.6228614540263915,0.47943692048573394
0.19894899178500935,0.13408053696337596
0.5052934202775453,0.6032177100154753
0.122276538332307,0.3714488943480838
0.77190066343918,0.3589051192365975
0.8828813033442467,0.661651896560629
0.9343555366459941,0.5351125241404648
0.8223270489533592,0.6399908528829923
0.7262608424349055,0.30850547866151257
0.7296150829318186,0.11163254408688306
0.3778938591354166,0.8508031388996706
0.7991096117011353,0.9741014512275897
0.8236652954234038,0.44540008183117386
0.1362325844171287,0.38568577058376596
0.46461553355957286,0.10497234667736799
0.5497962266904464,0.661557716541171
0.46241798347933927,0.8067774260579688
0.15601198396761562,0.8171896608364859
0.2914060619221488,0.8559512832927757
