value,weight
0.16726909937252454,0.7617864335555696
0.18915715459711158,0.6675841325507241
0.8898251733093339,0.32549254629865165
0.9423408844757304,0.20901128661585033
0.7601391272479948,0.5174352502720445
0.9022534559497547,0.9146732559736037
0.1805916935256423,0.19574038238853486
0.5805007183339659,0.06615585226240639
0.8998496517241567,0.7140450220791422
0.35221138987721545,0.16877748259252479
0.3001997786967172,0.6147150189578625
0.02847660536671648,0.962496583362488
0.016185639487594106,0.04384234016167554
0.2813515502160788,0.12897616900965825
0.4933125022524225,0.8185729165601913
0.7282781560787496,0.6696972891310313
0.40080505861890037,0.9027764244144711
0.4005291888625365,0.1733714459057435
0.020992318183123082,0.5386159219581561
0.3497266534245701,0.43927732487462523
0.3366724676959659,0.29514563779907965
0.7716458335944901,0.27027001627558966
0.7564337047420558,0.8398465146599094
0.5923897132076578,0.20386552744441433
0.6564752663572166,0.32928156200550784
0.17025029143307568,0.5177256019817462
0.771509245046865,0.8173607353087424
0.5957732890864592,0.46822798439735847
0.1652407772703952,0.6975214910123116
0.6694920454378628,0.5882614773495844
0.09961570443686274,0.046395424837011645
0.6784963045277055,0.5453903585288352
0.023893114327321663,0.26076864496840035
0.686481609900813,0.2808528050037571
0.6820865895290504,0.7360170690101524
0.3925150019280278,0.8225115857314761
0.06788754016599818,0.04668460207318459
0.17390355707179606,0.5159333330674423
0.8610667479489412,0.14273443109644923
0.0440643055007357,0.43882710774740097
0.9037523209555454,0.6268598595914836
0.3683127446269787,0.08243999393955304
0.777300458148878,0.6649260013483022
0.35989099988787077,0.8947002402217853
0.9610955179472489,0.312372711018015
0.00845191497588138,0.5499043863651396
0.09517904047847114,0.6291326305361884
0.23542789455269275,0.9326220576385561
0.472229225967016,0.39998233375582437
0.387861635928867,0.8338020966597558
0.9946969868603341,0.19382237490849186
0.2206956186407627,0.6963696690439359
0.7101272202419917,0.23750438837133292
0.3465355043947116,0.2660158846058097
0.09045657681259234,0.4388678319210416
0.04306149857199337,0.604654618143908
0.39398877268219146,0.29051464551263584
0.6013081589327186,0.47255424565994875
0.10765257345605395,0.6149684735513165
0.8459109222229309,0.06154559375123281
0.7348590908022049,0.9149125228424569
0.012757705243781614,0.8706982231463232
0.11555894928957278,0.16845184805877456
0.19859274278330596,0.403714677087755
0.4154296952218606,0.7529533172952626
0.1589328612921671,0.48568616485377536
0.5884849144884585,0.4945373959287829
0.1228970208043686,0.39519116537317667
0.7370730486523778,0.013963094129308073
0.598320809697363,0.7894610103980689
0.5929921827604002,0.12958550989924367
0.6640105284819111,0.36715149861638785
0.18907760480862335,0.2425825136162051
0.19349512252559653,0.9034069874377474
0.5030964148402062,0.06981004019907733
0.05964330886687863,0.5423722271863687
0.13766468662996545,0.48442933370427754
0.7589705378769147,0.8869304723991828
0.10020490606043986,0.2314043126106924
0.9518821128851471,0.32195275803094137
0.4061082582679476,0.1652066087929972
0.36834141313616187,0.8117306119106247
0.8222696493074073,0.7260699022880645
0.06264923655524102,0.23915779932649017
0.17569322781386998,0.8749094691057465
0.10513739784381482,0.5916905929408292
0.534926318816812,0.18628246162577689
0.48765500724947186,0.3129617774814337
0.25110701837907345,0.06445376751013498
0.5790254904780957,0.4160241925383136
0.6766793425571651,0.8259576212065166
0.8889972082813546,0.9230970824899434
0.7503222918298657,0.9333018564161492
0.7174200492277659,0.7381451034719732
0.11189129768908668,0.9046106446067382
0.6307125620706253,0.4972353256779992
0.7161932689978924,0.46756601725380265
0.7541164037546155,0.5209970950631921
0.2237911223389517,0.4066767695900557
0.9932848570372572,0.8738442629762557
