value,weight
0.6321936589708587,0.5307430318148122
0.16256134835670888,0.7871899949777272
0.39621958913426225,0.2872903616060256
0.68603353760577,0.37659848973616217
0.0015509911983445646,0.5861886669354995
0.3875077535465973,0.47569240251734635
0.9341772730168765,0.34303409704844645
0.6507783798893529,0.3951264654618526
0.49451500296929507,0.8418210664485205
0.11783855645453589,0.7896541975544747
0.7567441145600181,0.8185495546820175
0.589432055045315,0.6867289333469192
0.9979660881528916,0.4455610619230117
0.2412779174517533,0.12255682956686453
0.6737999635458776,0.9203074681476585
