feature_1,feature_2,outcome
-1.273999143690053,-3.2144101373598155,1
-1.2357623666647777,-3.9979524082807476,0
1.8540044857347167,0.7269894872108147,3
0.7207319625121981,-0.026282436328033953,2
2.255233788553441,0.2535664348405967,3
-0.44755349547936807,1.1887468284835632,1
1.018745368813838,1.021725431224121,3
-1.6895630411213434,0.48082829631362467,1
0.2551619550468095,1.5632898538439737,3
1.0105126770539947,-0.7761260954273641,3
-0.6501610906848836,2.7974727464948828,3
-1.438633554343513,0.3738355534444625,1
0.04854688598765278,-2.170248902062052,2
1.8490295569010917,0.21037270049915513,3
-1.006911454325123,-0.7329888801300424,0
-1.1718391908547918,-1.722394419808094,0
-0.2771501019881173,-0.7237126827273639,2
-0.9248559929564053,0.09684717056443515,0
0.8823454327213786,-1.4023738935944612,2
-1.2820535821187702,0.4694099154602861,1
-0.36200257937718505,1.5113251206944556,1
-2.057105475146656,0.10216446155525938,1
0.5569654086565774,1.5314602093359055,3
2.1213016885541958,0.2921287951558851,3
1.2061134223313588,0.11151019522765937,2
0.9005356011453814,-2.9490969460815983,2
1.9466848191622335,0.5152494188986921,3
-1.0384032276563124,-1.5452413487834198,0
2.8185103207675497,0.1814137483184617,3
-0.9351792340061873,-0.2988110219830955,0
-0.8699954125621665,-0.2336338426030632,0
-1.5700787003001926,0.9939430714237346,1
0.25355621588673627,-1.341392119013252,2
-1.1456734035832459,-1.3926707293512832,0
-0.8356220645904134,0.042897990462331226,0
0.009245162203309953,-0.15154282344683023,2
1.4913528003763201,-0.3026301870576915,3
-1.5325646545187626,0.9293758877408322,1
1.7845171909570485,0.5137865556315726,3
-1.0824187466895963,-0.9442107358647719,0
-0.7679797888796192,3.028305882092936,3
1.3594467336443088,0.16814711138138017,3
0.5249626112194795,1.061687026909314,3
-1.114387120845623,-3.8092759562143668,0
-0.5334050514052477,1.2105253713706563,1
2.028956502721556,0.4724548913816835,2
-0.21822874150043892,1.4512241177050318,1
-1.1247392727601089,0.8087196836035624,1
0.05157200785618099,-0.604688585413576,2
-1.062439470807042,-2.2653488878106773,0
0.24505683522420074,1.7569956496140224,3
1.499953536350409,0.8012806835952787,3
1.1216700890472102,-0.476727161538521,2
2.4075576595803945,-1.5581052199393046,2
-1.0881590602455393,-1.665913016245788,0
-0.8834765053466817,-0.39262703422620926,0
2.0560520206032424,0.8553420199106914,3
0.8040721303621967,1.0873830514682867,3
0.7227314267652309,1.680777443195102,3
-3.514424081099924,-1.0140125588324604,1
-1.041300162959552,-2.891368488128583,0
0.4418972305618506,-2.0724059081116843,2
2.1348753764782242,0.21579029492016044,2
2.024699792458213,0.145575965088091,3
0.272320485936954,1.0488020617159326,3
1.4082402753442411,1.3177889086945989,2
1.456382222059246,-1.417983576199638,2
0.26924996487285613,-1.8902130433818218,2
0.3382657680580967,1.4579732027714853,3
0.8411027940739737,-1.4944329924568174,2
1.5755283170128411,-0.8740328857635304,2
-2.5627001472762205,-0.30497103946360715,1
-0.8039831591451785,-1.653796639714096,2
1.4727494557378642,-1.2048465328376325,2
-0.928215805917026,-1.5960134868433213,0
0.36542982835443216,1.2775246137450578,1
-1.036849132436352,-1.054816787048605,0
-1.417112963896328,-0.1095310244267218,1
-0.9249775418274133,-0.2812876711968264,0
0.1873413817783096,1.4781332031251675,3
1.2255500842339937,-0.6624887719286565,2
-1.112440011835457,-2.8303342168176107,0
1.6797790552913683,2.820244303975252,1
0.8400045292225757,-1.2403319649379514,2
1.7771497956549749,0.13742403047880059,3
1.5376270602418787,0.5747172318396416,2
0.9947169618942434,1.3193026499232507,3
-0.7420116264466012,-0.2262440560715353,0
-0.5517360272679324,1.6019043619706128,1
1.031401017777751,-0.16822223357262245,2
0.552321270172164,1.3057683783046876,3
-1.5078920086428549,1.0116286486696442,1
2.5697850737000314,-0.00809430981190351,3
0.40402194723449114,1.5583222224719426,3
-0.7890491637988525,1.1675363154121472,0
-1.2241935221674343,-1.9884890505966122,2
0.5834117790947564,1.5866097764180838,3
1.714756478728417,0.5756111338262448,3
2.2604543202453824,0.22687373964868862,2
0.2429743823362348,1.7915539508434637,3
-2.276815099249733,0.10166353868343492,1
1.3150777836451712,0.6843531510144225,2
-0.3303507205593095,-3.1759966673085223,2
-1.6950776721590923,2.719375399789728,3
-1.1046095546112351,-1.3904377709116553,0
-0.8156660893685442,1.0028682525195711,1
2.176478023167797,1.7760611691357941,2
1.648907803972648,-0.6211664327889015,2
0.3410526919062584,-0.6158430899870696,2
-1.1262699563978082,-0.5617080469269911,0
-0.8364044564156181,-0.6207525016403348,0
-0.16252468442662527,1.6660018215512657,3
-0.18646050482152843,-1.9791279144015543,2
0.7652471228243293,0.9683402919630296,3
1.2518494434404626,0.6390178620362037,3
-1.2925973822401444,-3.8495937893716903,0
-1.0665796222940518,-1.1718089928476991,0
0.9161640067056432,-3.4272399495882273,2
0.5499759961500341,2.1335959981334236,1
-0.9721071173843532,-0.18858193619759978,0
