classifier,population_size,workers,time,time_std,ptime,ptime_std
MLPClassifier,1000,1,5.191864988161251,0.0652546045201832,1.215348020195961e-05,6.272694843037579e-07
MLPClassifier,1000,2,4.912942987005226,0.04602021343923098,0.38541708746924996,0.019889132517051378
MLPClassifier,1000,4,4.936239062203095,0.058474521833877996,0.4082328141899779,0.02674335716765941
MLPClassifier,1000,8,5.022647519106977,0.10493732489052987,0.41195757277309897,0.047788574082640256
MLPClassifier,1000,16,5.223965329513885,0.07225982739751823,0.5579945103963837,0.04104536131388799
MLPClassifier,1000,32,5.402757310355082,0.10598087048820612,0.7358411993365734,0.04373891009327509
MLPClassifier,2000,1,19.319339339993896,0.15657309516392387,2.1961703896522523e-05,1.4491185887592468e-06
MLPClassifier,2000,2,18.73968223319389,0.332553516924336,0.7382856797426939,0.0406107190918448
MLPClassifier,2000,4,18.394268433842807,0.30996958051508294,0.5396183170145378,0.03588229882782786
MLPClassifier,2000,8,18.661431424459444,0.15081931853798403,0.6558403380215168,0.0392015014589888
MLPClassifier,2000,16,18.613120605424047,0.2467601143067923,0.7621447034878657,0.05605673761996233
MLPClassifier,2000,32,18.948778113210572,0.24178130619096969,0.9190091107739136,0.03610367941517754
MLPClassifier,4000,1,74.6859487892827,0.7366272783379246,4.031921271234751e-05,5.5924748647314245e-06
MLPClassifier,4000,2,72.34120494052767,1.0653913362848855,1.4318586920853704,0.024413404897543296
MLPClassifier,4000,4,71.85004970224108,0.3886882309941979,1.051574880676344,0.041306604562189646
MLPClassifier,4000,8,72.93953557629138,0.7269931941201018,1.1362483110278845,0.038518864367599374
MLPClassifier,4000,16,72.2277239541756,0.561476859564584,1.1564474043436348,0.04959274366250209
MLPClassifier,4000,32,72.84811010814738,0.7118852351053393,1.398788933758624,0.031171044082947116
MLPClassifier,8000,1,289.7012565091485,1.9191003433863452,0.00010728433262556792,6.046770711372844e-06
MLPClassifier,8000,2,290.3394727520179,6.812024744105507,2.844828337081708,0.04726492801422762
MLPClassifier,8000,4,284.2691466037184,1.3238184430408129,1.9630016227252782,0.030631687298818613
MLPClassifier,8000,8,284.7580919092754,2.4277324875283934,2.0762032110476865,0.0816581388071124
MLPClassifier,8000,16,284.5178361913655,1.0486108101033034,1.9865026300540194,0.07627250261839887
MLPClassifier,8000,32,286.3346795798745,1.5859491308775877,2.193271531490609,0.0728135081352219
MLPClassifier,16000,1,1146.9205063199856,5.568776380340891,0.00028721154667437075,4.828475289664059e-05
MLPClassifier,16000,2,1138.277749573253,7.147747992451647,5.67263997613918,0.09670169050124995
MLPClassifier,16000,4,1134.1442070035032,6.227254355091721,4.565513262641616,0.44992409206091594
MLPClassifier,16000,8,1135.7505238076672,6.305625884870895,3.9959326001117006,0.1371510195749735
MLPClassifier,16000,16,1134.2936708351365,7.768849078032189,3.79673578934744,0.19148855884018356
MLPClassifier,16000,32,1129.6866087875328,5.514353548686082,3.6660527599276973,0.09545230161957384
