feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,outcome
-2.1165824983771437,-1.2106467931446567,4.211138700843459,0.5335990540167352,-3.4032985713478636,-0.04438345691326595,0.30143109145546343,-4.691215519023354,-1.169017409424881,-0.2630260653503058,-2.190390619532628,4.396153998127719,3.6325672431969407,-0.9629740087289491,0.8050431617929907,1.6887960185851667,1
1.202859752700173,-3.7685263112514713,-5.000551592265162,2.7023979475387625,4.778734874619455,-2.4603762677668475,-3.303105779016946,-1.9062293554262237,2.889940521657005,4.504334910852017,6.603671328538501,-5.952808759830964,6.5385247760117915,-2.6403803633841374,7.401400143356639,-2.0575804430453064,0
0.879585323153239,4.873759743898001,0.7734238043665685,-4.247880646413201,0.966700892811829,1.1785170735068717,-1.7385400832247848,2.6012079250104074,0.8484506546972008,-1.8094021502736788,0.13042189801919757,-0.3416918231414978,-0.7898232326735456,0.30891344424421274,-2.8232692059198756,0.934028958477098,1
0.041361625451448836,6.557542578257396,2.302551020733725,0.3042537235525722,-0.8728907734851407,-1.906564634982935,-0.2867574890068638,0.6595420185871774,0.034104399873816194,4.5457718850664754,0.3222605214193095,1.6163762786294593,-2.972662572318812,4.457309365931511,6.125822394173933,-2.635718178304229,0
-1.4146087669338736,-1.275769062286893,-0.9447073916426441,2.307475365550798,-1.8676745596273192,-0.051550872104737966,-0.35033499575736915,-0.6977706698165893,3.530285505714157,-3.767480681217895,-2.809167919608731,0.9757478679221859,3.0610602981972557,-0.5146992570056685,-0.4379946490999742,0.39230769153475187,1
-0.10410759311921036,1.1086186870869206,-1.1230868167838777,-3.1268639749415246,-0.8393145489563691,-1.2428074772069468,2.349287263510645,2.0459948061078777,-1.2500371067571574,1.436743407704574,-2.1080546192727563,-1.2758139879431556,-1.3880001932420956,-0.5428348014449084,-2.9371697240305332,0.25735575960126145,1
-1.5283366120968207,-0.7571067049893729,0.23804513120720916,0.02448620390684697,0.6917097504111049,0.9307907862785749,2.747945473994945,4.439152512943123,3.19105200787386,-4.314193370772089,1.0775259387961094,-0.9951705143532867,-0.6377063683800972,-1.863511109165949,1.0901208074718127,-3.2441465373452134,1
1.57384829358482,4.971551308999183,2.3249167859873827,-5.443391787304766,-1.7972148453807266,3.4021500685399624,0.8108185146635531,5.9817157279745565,-3.0931109017595637,1.077566169085518,2.6855804126214644,-2.171776700450256,0.28790425516045004,-3.9366227310270183,-3.7802130132414162,-4.366982272083597,1
2.572747148372482,-2.283524547922313,3.154070510515459,-3.8012672521831465,3.3447617639778127,2.4016504005165245,1.481113900550227,-0.3369081527341711,-0.03189889921153899,-5.429328459422477,-4.388168750073918,-3.2666566007634708,-1.154536606937648,-0.7150634661046344,-1.6891518621844912,1.1060023975002187,0
3.604583313141792,-1.8314034796262173,3.41999917812321,-0.7337503160908465,-0.5536226804770401,3.62735666109283,-3.943957797255471,-5.322890650748463,2.1022504385610326,-3.605246023485313,-3.269627296887319,-2.659703664914769,2.007283162953274,-1.1396191265546984,-0.9572973687016104,-2.084768249193083,0
-3.0376718261606674,-0.22731494798085028,-0.1669414813727106,-2.6682862191584293,-1.0348394818699467,-0.886519517214517,-0.8402612393470592,-3.3225301880291713,-0.855340749151086,-4.852453872967221,-1.043156352021534,-3.738691313727062,4.010269140306992,-3.0222148490714424,-0.8038402679696734,5.3585354013561775,0
-2.184865366425328,2.137296711143711,2.294543130420083,0.41489702566081843,-0.7845626024872825,1.0193142247436304,-0.32961504542200604,-1.8907250516562488,-0.7743548014831776,1.182965346700632,-2.511561881804533,1.429851954724656,2.525861216280461,3.042408956965237,2.24434869652786,0.6185003276727705,0
0.9146930180874984,-2.0897012941422695,3.286938301113851,-2.261724497473954,2.395700059001877,3.0495495673196835,-0.007525551277642206,-2.2527409052690435,1.9927205030725066,-3.325240973215565,0.5634228583437799,4.448990900510315,-2.191364003585964,-1.7090190759822028,3.7621407530368938,0.3557480186405917,1
1.8716075095219271,2.4608695932716094,-1.523669009932239,-3.6293339553827217,-1.3270470532568008,-1.3203529134578125,-0.9837880632033029,1.4623028318423987,4.8603434279572,-2.2846369238687676,-0.7732933149133148,-4.2451749736698945,-0.7607689033859697,1.4308207351138251,0.59956042690225,3.940417556738713,0
0.7975749124779461,1.7508439955154385,-1.752274279313231,-1.63929497371603,-2.1171060987548085,-1.3357277396789948,-0.9299602514560036,0.21962772760903437,3.4546228226434024,-2.415115852387686,-0.02488155828014571,-3.1884353919023174,3.4972224356065817,2.927347047276168,0.9472346903834251,5.152794246576779,0
3.625448506644673,3.134536320295755,0.33530412052689984,2.6791286161780405,-2.3765237711463545,0.15019258195753937,-5.262335889441332,-4.915013987816935,3.816875432870735,-2.870698792649748,-1.4120716887190612,-3.601186964914634,0.982708483040245,-0.5703012498504825,0.26742505699229047,2.838639073490371,0
0.596499308142525,-3.2992122522983047,-2.7097750249394283,0.5134324616700663,-3.179371018829596,2.84005558248609,-2.577787441045334,1.1762451675011256,1.6355416746748026,0.8050070846187172,-0.5569964157809517,0.47166348814388237,4.359298124690756,-1.1789429675246246,1.0160035117875292,0.995827299100166,0
-0.7309033895048938,1.3493708221465073,2.0169030784222413,-3.3392757155781143,-4.9408319398552045,-6.689177298559265,-1.9434025565337079,0.40616068845307085,3.7575346421247064,-1.2994101033140122,-1.0307230823176448,-0.9700659905078769,1.8601499246242548,1.6667818935501568,-2.5423616959688937,2.4866744259939324,0
-0.7822858226289746,1.9354563952493695,3.969073269517458,-2.6993512875138377,-2.968344117239364,-1.638926891573653,1.1692393735502669,-1.8736405832499654,-0.2368628878453849,-1.933166667770116,-5.8091542229781705,3.3767223120134275,-0.05229260705215166,3.3446663929876124,-1.1722129070964118,-2.1282691170224055,0
1.2580690593360722,0.4123972565968086,-2.0884312098813216,1.9056715815900893,-0.5827753485451839,1.7912995619566539,1.2250662807176358,2.420181894082917,3.2002761536142446,-7.995267806280882,-1.5125402448272265,-2.493630790965,-1.078864491884996,-0.22051573654868095,-1.84778279542494,0.21944999836247114,1
-0.12189914718431183,0.8938319503323,3.6668275047029573,-1.4202298699570832,2.4262622079028024,5.502366059403653,1.1131016762870143,0.5703745045878792,-4.0803736328636795,-2.4374070203318663,3.2847403417875416,1.0027359918660426,-2.638613175295143,0.8618465879960349,1.4028505189298803,-2.601898473263627,1
-2.263190778280682,4.050627458191399,-1.7475609247478952,-0.6648063072279531,-3.8003741693993898,2.519522616638266,0.7009634258186376,2.63115540623161,-4.906392906893966,5.627525315342296,2.137264603217132,4.04737211652084,-5.58195176471563,-5.692761257613097,-0.1038109870623608,2.7553651771752095,1
4.107147246046392,2.857250000637725,5.316461895172695,-2.480172175859453,2.495444023958858,-3.2620373167323162,2.7193754070177274,4.402579541454045,0.1944289987465272,-1.229847864091565,-3.543023938058533,-0.24340553239567408,-7.932960755759478,2.1073472436404637,0.9006760678350557,-2.8714988172929825,0
1.531790895996874,1.8822822290404837,-2.8522988885559832,2.2523417846162506,-2.091352879842274,3.1654890513719818,-2.687199571998123,2.1882581544425186,0.8512801566290278,-0.5618596654929955,0.4541438324578715,1.589057070475401,1.719486965641679,-1.9553599116909441,-1.6220359288658779,-2.6472785678633683,1
0.4093222490206926,-0.044057170162075776,-1.7004540017183873,-1.0968477870812163,-2.7801547076467306,1.0313296116221502,-1.7179954227854883,-4.621954790016677,1.1770408712073932,-3.709430657198132,0.6115177525271858,-2.4891487144043856,6.1946162525389665,-0.8655440556767942,1.070340878745662,0.5877457514476885,0
-7.292924833439166,1.9650147066839456,-5.050018340626737,0.9087715490790063,-4.390919378834548,-0.6896987266914436,-2.637669559847901,-5.342279919213417,0.5233161522189596,3.4441930675592767,3.688407500204315,-2.0666083050416972,11.97313813219365,0.6276035414016861,4.582304283050034,2.452669093101812,0
