feature_1,feature_2,outcome
1.2961924591564102,-1.193382860138159,0
0.7645580741408902,-2.445394871191202,0
-0.5613533860056736,1.447734984868453,1
0.0901838141761806,-0.2189272599580263,0
3.209770067702988,-1.038812062948617,1
0.8000148458783214,-1.662462655483564,0
0.8846836412321093,-0.41310734612955713,1
1.4472783102443012,0.5741021625131779,1
0.17890668226049744,1.6394023031795069,1
-0.5810000805093616,0.33584531502304893,1
-0.4000726748172554,2.0411989367061705,1
0.8673689492821652,-2.3359845387885283,0
2.5706755730767012,-0.27570880284543664,1
-0.5060424374805277,0.36615268946894686,0
0.5832671156130556,1.2200974811163123,1
2.3599332117733223,-0.1242454407736413,1
-0.2502332824210076,0.04912870149405335,1
1.5452078525986557,0.5505348609673064,1
-0.12132899403817654,-0.5830602626747322,0
1.9382376878199357,0.08503076726553194,1
0.2684264804344745,-0.0332161424766777,1
1.282593407752096,-0.6052909040595341,0
-1.2439900718574142,0.4417235400055832,1
-0.3325225345080114,-0.408536298274804,0
-0.2590655350588418,2.1460917984223116,1
-2.041833816704017,1.6298999829233574,1
0.7535654133253238,0.7428463227577953,1
0.7449479907294221,-1.698678774177656,0
-2.085037649586014,1.6939855636323664,1
0.6475529358230505,1.3571357293763022,1
1.3602395837416057,-0.42680267791699533,0
-1.2000264285550044,1.5287913450951347,0
-1.1692616692840252,-2.945922091846196,0
1.5071357305918505,0.4978437664794073,1
-0.8671718803692718,0.4429289644871145,1
-0.6510085142651205,-0.18139161596997877,0
-0.6123116943592788,1.958132796766932,1
0.7694319382279144,-1.2720949517870204,0
1.4204721279906476,0.5283533939120952,1
1.1572044099691863,0.628574764456945,1
1.2110195013156446,-0.9934017341610778,0
1.0889192647926107,1.0142737815940588,1
-1.2163792789664831,-0.6704943683331422,0
0.7540882036773429,-0.5929202899961024,0
0.6510401583739762,-0.8754063545148056,0
0.612286224402793,-0.6676061912365556,0
-1.1532231778373054,-0.5593059448079615,0
0.9751490953564287,-0.07935888508111366,0
-0.6875292505212782,2.705573353898095,1
1.4546702800656441,0.5305808956946099,1
-1.0293408190054076,1.6188287522806688,1
0.7312179714677796,0.7849162178906377,1
-0.7683606602913,2.645361868369884,1
1.3680313284827792,-0.4268355642830842,0
1.5712194041070418,-0.5663498064020962,0
-1.1763592738266384,-0.4082274026257443,0
0.04109934924936032,1.0992118473489556,1
1.0287500452984057,1.0908741577504384,1
-2.6647408373472015,2.492779938095104,1
0.6672175416906223,-1.109705563886198,0
1.41977143715531,-1.1551634937014021,0
0.7254945229434506,-0.5076736165319868,0
-0.8711792772157998,-0.5482891224703679,0
1.4248823955372274,0.7183814480839261,1
0.7897617046485915,0.318881074087799,0
-2.556731109105926,0.48095734722628103,1
-2.065746435038408,1.1879474707562534,1
-2.1687506897657394,-1.4540990526081918,0
-1.8276126518601314,1.0087332842381052,1
-0.9243191067620588,-3.1105789129352748,0
0.6413868894816,-0.8356899726755997,0
0.6094918870996028,1.3132487725310278,1
0.8759371162814249,-0.7441911428009291,0
-0.7186658644725392,-1.8111327315138177,1
-3.1010952232030133,1.8932878759152136,1
-1.8636424570662147,0.5852139822064231,0
-2.3759135456014153,-1.9609526821607552,0
1.7770296956415947,0.3204555659184346,1
-2.427748609743027,-0.5324439526180123,0
2.801877167907688,-0.5215941739403851,1
0.9445532310761647,-0.82339639420329,0
-1.3651392310815762,0.7091967442272131,0
1.0867210997456198,-0.7351246027164782,0
1.3615290948823766,0.5689553040113721,1
0.9236796477738503,-0.6180385311883958,0
-0.21235292176894527,-0.34674361676276044,1
-1.3968954183606201,3.183229112438149,1
0.5144652486005934,-0.2608301496644143,0
1.7450467419539202,0.24178587767700632,1
1.1187257041052354,0.3745125530056157,0
0.683600337922446,1.0572697899688681,1
-0.024646767705612138,0.17999889333572971,0
-1.096615964304849,0.6325934801216408,0
-2.5934752343808727,-2.289491347898256,0
-0.27878399934803,0.14422341710637854,0
0.5666238799785377,-1.1773633080610455,0
-1.6860593752549284,-1.1761976957749023,0
-0.1734091777424055,1.9748040191568381,1
1.5008812631432364,-1.6917989225167855,0
0.8563920781791065,1.098210070980219,1
