feature_1,feature_2,outcome
-0.5321765510167158,0.6292461437495195,0
0.9125525813351938,1.832164960658143,1
-1.0155210362695262,1.321304051008727,0
-1.727203581143599,2.015807619362202,0
0.5793676485678488,-0.1784163653020454,1
-1.9670431692969308,2.788437399206602,0
1.5879377209134555,-0.5095863545266497,1
-0.6543141228759817,5.424981491502216,1
-0.1550649662619139,4.715310418937708,1
-0.3292207556852099,-0.3811407335976196,0
-0.8212917504334483,-0.4257763411694677,0
0.8136719563349368,1.551939728819359,1
-0.565528873722899,0.8641314159542333,0
-0.11874768632693433,2.414060822017592,1
-1.0191823889484353,0.9304135957657416,0
0.8689653849230043,0.4345550560629987,1
1.5602240229455056,-0.5928548988062186,1
2.5107496061886385,2.208513633528036,1
-0.685890174757392,0.45250805970643493,0
-0.6395145980496428,0.22675732121373238,0
-0.14861318760940345,0.2080025704093087,0
0.7966906892769108,0.6008606033185305,1
-0.9159983955287212,1.468588280205708,0
0.8671672054036357,-0.2105343433112652,1
1.204495625456548,-0.5006952687394184,1
0.48099043780629513,2.4591118104242615,1
0.7253699423687547,0.1412512405622781,1
-0.23000899531707997,-0.8850983532394847,0
-1.2107458238480169,1.9882446464664976,0
1.9044357207095814,1.0966894354223318,1
-0.49740529421035495,0.5546412172588815,0
-1.2242189001668649,0.39463739817259513,0
1.802287885028396,0.16249759883979586,1
-0.12641847908755943,-0.22493973314927396,0
-0.9800694511177145,0.27323874880177035,0
0.029969520686307538,-0.42072335808285044,0
-0.5028918132630428,-0.47970246438348885,0
-1.5071365474265561,1.8823149562516446,0
1.7452259077266492,0.2694512699844551,1
1.2208759593022531,1.8001505611619395,1
-0.1348186328494223,2.473591322738895,1
-1.1047010309234024,1.318777607281773,0
1.1384556795889071,1.5207657019783252,1
-0.2500904527328136,-0.9923940738422792,0
-1.0276131658173266,0.82744650720437,0
0.09698617616518124,1.1457498467387597,1
-0.8392990742049597,0.5709525605745679,0
1.2568780164401512,2.5009197077984724,1
0.28879377617559754,1.9150616574614605,1
0.9099245358602832,2.1631530346826566,1
1.1478176908517765,-0.21008362750619947,1
1.19867228787679,1.4944734454335742,1
0.8710218411851887,0.3624278203871967,1
1.3603419792089155,-0.35367048875265517,1
-0.7462074049120475,0.9416477701409891,0
-0.4700558642307556,0.43835818177392794,0
-0.607354252792949,1.1843387686181905,0
-1.0113879153151477,0.5805962370306693,0
-1.2022469881384423,1.7468453985183139,0
0.6336983820227589,1.1984125177680531,1
-0.8723549448085444,0.8208889101067521,0
-0.48888250049719706,1.041340728891233,1
-1.4215487495229595,1.2120849645129483,0
-0.8192720377723988,1.3192170956837102,1
2.196375462625541,0.06666847888843541,1
0.6966550689862887,1.5801630354988483,1
0.6922202548912485,-1.6952617801785026,1
-1.2593637377235023,1.5904378937664527,0
-0.7690926237399285,0.3979146654568585,0
-1.0720505767494464,0.9227489744639988,0
0.9103045998955255,2.3635073640096955,1
1.3865828794193105,0.9350741986223093,1
-0.5467979758737146,0.42400179439690855,0
-0.8873711171776941,-0.4541257171982329,0
-0.868794025154852,-0.17160315559661532,0
-0.8033232683399989,0.9427117680277317,0
-0.9201635584340611,0.49074040887086523,0
-1.5103112213064982,1.4384876103144828,0
1.333567244342707,1.5590919165294705,1
-1.2909807860069011,0.8413038591774312,0
-1.0672596253194366,2.5957362238537702,1
-1.394741597229837,1.6201724461943297,0
2.1293470935865093,0.3381642904441421,1
-1.5162268433375294,1.3106791573954542,0
-1.432484902001192,1.561165875078639,0
-1.821111571475857,2.369751080115223,0
-0.7913040908037308,0.7391126561737976,0
1.058915741460771,-0.029846418475092618,1
1.500392511426152,0.8620864126469663,1
-0.9549583168145628,0.5743686964705792,0
0.30312729594277976,1.801728269280071,1
1.144203100731845,1.7063076528897128,1
-0.9532093656569721,0.7531007545450215,0
-1.0077754693778915,0.8242016876604555,0
-1.3527468013429584,1.6888055025398687,0
1.8487778590191382,0.32405886414106877,1
1.628089074793537,1.4159089308322415,1
1.0125982588386493,2.073866984178016,1
2.566622174877094,0.8737193465235588,1
0.2997987876603275,3.019514985338389,1
