x,y
0.14191923954331986,0.6391383679282955
0.037559625714623346,0.21835354599679235
0.6517598582924331,0.5507036587932997
0.7011543368508532,0.19929607183395115
0.8509469816881761,0.03524853974492281
0.26013767465345117,0.15106020806788567
0.7968026799361133,0.5719488430547959
0.7319926748480098,0.9127820904654648
0.33051900262642475,0.6533892969276546
0.9673560591811026,0.8454661159919061
0.7159155639834809,0.02992570450560328
0.39751947912529817,0.2108626297336249
0.7487784321421744,0.3702254022771604
0.5351922130946393,0.6099071061588623
0.8325368090473936,0.7777819595006941
0.8164262049003131,0.37967173889993333
0.951594605820409,0.3530321605542669
0.3199411917207087,0.319329416324729
0.20274142810019036,0.21647397982977967
0.13631187117065224,0.46577198052576974
0.23986593964219916,0.8304903342205395
0.6207544522439327,0.022447471086785797
0.7904716125718343,0.02486701329221619
0.6084190151587651,0.8881887762037746
0.2883167810196544,0.5704124789499625
0.09023636543736502,0.34851045251964485
0.3093576608236698,0.05457903919801477
0.7004878415523655,0.3973951114183125
0.47845030548174217,0.7741412020751861
0.3573000732269658,0.11802961820256064
0.30247793309525695,0.4549533928827012
0.37576346479936173,0.5231575186811407
0.11998384606910639,0.01811660018538086
0.9331403289559034,0.02425268270037273
0.9965583683136602,0.09994756001710581
0.970061080647984,0.13471906644452525
0.8852996676117247,0.5119029398187254
0.7401406800460923,0.7719486619429291
0.1341575036936552,0.3227496472053566
0.5895244950680019,0.5610535343319414
0.09832905527799563,0.28330374203605846
0.28930280721522705,0.779429399142348
0.426314727530385,0.06918388116209206
0.6740648472153502,0.7429304880732414
0.5649878368219892,0.7019581433718032
0.16879524546701608,0.7695100928012154
0.3677676986245594,0.6816024480869184
0.6973852195859223,0.4438445690508602
0.34960804996023465,0.7837593793251258
0.8201609469982958,0.1482500897031307
0.4771403864462991,0.11490343182466611
0.5203932261325678,0.16410102559653283
0.4008921009787525,0.7403653765464989
0.25618044328125733,0.10011602692881871
0.1913177602152315,0.7491417484087867
0.1739648732906296,0.8606165689620583
0.35771210844022494,0.01326178181370874
0.5682382505512902,0.4469232383408397
0.4690275821824894,0.16404906349264847
0.9477576703630496,0.3700498054408985
0.5226792108974189,0.9878767879698803
0.342508922470388,0.12476083562359863
0.9143473744130348,0.32533848179764835
0.8224479259511775,0.5750020300026276
0.21964905590191297,0.42670732598034067
0.5702301915686462,0.8049992918413055
0.8644194997293392,0.920326366766068
0.3056318718761487,0.5148077260219186
0.5761286924144566,0.7359606081928665
0.3587711369216062,0.6539063894382467
0.06741209566107553,0.6228565756306809
0.43956562223411333,0.5902283945050227
0.24816211728004967,0.29088958885504246
0.9161847767198724,0.45668931643829946
0.9104005792982495,0.4317200406399966
0.8788130250358633,0.6148071882464181
0.47382953788337545,0.09549311073879174
0.7757167204056571,0.8715012090100009
0.33979683101164904,0.1085420517446839
0.04769225671320865,0.0570431362846463
0.2666592312319933,0.2971866339715341
0.48255112559161617,0.44627180621642415
0.7194799426635736,0.6502092924009815
0.5744915218401021,0.4595608187872643
0.9406231591890425,0.41491693447037337
0.7805538840340336,0.1639637603756775
0.1966859984133471,0.08225661479082824
0.5936082628727577,0.4703999806863941
0.6894684184038145,0.7749460638314292
0.5176411014354281,0.06682742628185445
0.7453452035635552,0.2783963376433931
0.30506624555203443,0.2572151101223561
0.6542720159928443,0.5744178269536354
0.8173958107980723,0.36045909532053433
0.8645610501175913,0.26000673908532257
0.6866854888210577,0.24376533640480968
0.12315671289167973,0.4717314124197963
0.777680586900718,0.5622731912827342
0.40507348475533644,0.9306428293207313
0.953840587338042,0.8664485911799591
